name,trailer_link,video_id,sentiment_scores,favorability,rating,genre,year,released,votes,director,writer,star,country,budget,gross,company,runtime
Next,https://www.youtube.com/watch?v=pRH5u5lpArQ,pRH5u5lpArQ,"{'positive': 123, 'neutral': 72, 'negative': 55}",0.6910112359550562,PG-13,Action,2007,"April 27, 2007 (United States)",152000.0,Lee Tamahori,Gary Goldman,Nicolas Cage,United States,70000000.0,77621983.0,Paramount Pictures,96.0
3:10 to Yuma,https://www.youtube.com/watch?v=jX1m45CwvJ8,jX1m45CwvJ8,"{'positive': 114, 'neutral': 84, 'negative': 52}",0.6867469879518072,R,Action,2007,"September 7, 2007 (United States)",295000.0,James Mangold,Halsted Welles,Russell Crowe,United States,55000000.0,70016220.0,Lionsgate,122.0
Across the Universe,https://www.youtube.com/watch?v=spf7RULGNOU,spf7RULGNOU,"{'positive': 100, 'neutral': 104, 'negative': 46}",0.684931506849315,PG-13,Drama,2007,"October 12, 2007 (United States)",107000.0,Julie Taymor,Dick Clement,Evan Rachel Wood,United States,45000000.0,29625761.0,Revolution Studios,133.0
Ocean's Thirteen,https://www.youtube.com/watch?v=so9Eh-Guci8,so9Eh-Guci8,"{'positive': 24, 'neutral': 31, 'negative': 11}",0.6857142857142857,PG-13,Crime,2007,"June 8, 2007 (United States)",328000.0,Steven Soderbergh,Brian Koppelman,George Clooney,United States,85000000.0,311312624.0,Warner Bros.,122.0
Blades of Glory,https://www.youtube.com/watch?v=UrZb-dZKCIQ,UrZb-dZKCIQ,"{'positive': 24, 'neutral': 33, 'negative': 11}",0.6857142857142857,PG-13,Comedy,2007,"March 30, 2007 (United States)",161000.0,Josh Gordon,Jeff Cox,Will Ferrell,United States,61000000.0,145710347.0,Dreamworks Pictures,93.0
Surf's Up,https://www.youtube.com/watch?v=OSVJudaQt2c,OSVJudaQt2c,"{'positive': 25, 'neutral': 20, 'negative': 3}",0.8928571428571429,PG,Animation,2007,"June 8, 2007 (United States)",72000.0,Ash Brannon,Don Rhymer,Shia LaBeouf,United States,100000000.0,152005713.0,Columbia Pictures,85.0
Resident Evil: Extinction,https://www.youtube.com/watch?v=eDMjVARsCOk,eDMjVARsCOk,"{'positive': 52, 'neutral': 53, 'negative': 27}",0.6582278481012658,R,Action,2007,"September 21, 2007 (United States)",187000.0,Russell Mulcahy,Paul W.S. Anderson,Milla Jovovich,France,45000000.0,147717833.0,Screen Gems,94.0
30 Days of Night,https://www.youtube.com/watch?v=8ClVrVK_y0E,8ClVrVK_y0E,"{'positive': 63, 'neutral': 62, 'negative': 37}",0.63,R,Action,2007,"October 19, 2007 (United States)",168000.0,David Slade,Steve Niles,Josh Hartnett,United States,30000000.0,75513170.0,Columbia Pictures,113.0
Awake,https://www.youtube.com/watch?v=2fuowcxdrYc,2fuowcxdrYc,"{'positive': 75, 'neutral': 88, 'negative': 87}",0.4629629629629629,R,Crime,2007,"November 30, 2007 (United States)",73000.0,Joby Harold,Joby Harold,Hayden Christensen,United States,8600000.0,32730062.0,The Weinstein Company,84.0
Dead Silence,https://www.youtube.com/watch?v=8b_HVtHmK30,8b_HVtHmK30,"{'positive': 72, 'neutral': 98, 'negative': 80}",0.4736842105263157,R,Horror,2007,"March 16, 2007 (United States)",89000.0,James Wan,Leigh Whannell,Ryan Kwanten,United States,20000000.0,22382047.0,Universal Pictures,89.0
Bee Movie,https://www.youtube.com/watch?v=VONRQMx78YI,VONRQMx78YI,"{'positive': 101, 'neutral': 122, 'negative': 27}",0.7890625,PG,Animation,2007,"November 2, 2007 (United States)",148000.0,Simon J. Smith,Jerry Seinfeld,Jerry Seinfeld,United States,150000000.0,293514336.0,DreamWorks Animation,91.0
The Heartbreak Kid,https://www.youtube.com/watch?v=8mAnjJdE5vQ,8mAnjJdE5vQ,"{'positive': 16, 'neutral': 16, 'negative': 6}",0.7272727272727273,R,Comedy,2007,"October 5, 2007 (United States)",88000.0,Bobby Farrelly,Scot Armstrong,Ben Stiller,United States,60000000.0,128453183.0,Dreamworks Pictures,116.0
Aliens vs. Predator: Requiem,https://www.youtube.com/watch?v=oqLM_21tqyc,oqLM_21tqyc,"{'positive': 20, 'neutral': 23, 'negative': 13}",0.6060606060606061,R,Action,2007,"December 25, 2007 (United States)",118000.0,Colin Strause,Shane Salerno,Reiko Aylesworth,United States,40000000.0,130290885.0,Twentieth Century Fox,94.0
1408,https://www.youtube.com/watch?v=WIASqPZqnhs,WIASqPZqnhs,"{'positive': 94, 'neutral': 96, 'negative': 60}",0.6103896103896104,PG-13,Fantasy,2007,"June 22, 2007 (United States)",260000.0,Mikael Håfström,Matt Greenberg,John Cusack,United States,25000000.0,132963417.0,Dimension Films,104.0
The Kingdom,https://www.youtube.com/watch?v=T7xGu-SnWUk,T7xGu-SnWUk,"{'positive': 76, 'neutral': 66, 'negative': 38}",0.6666666666666666,R,Action,2007,"September 28, 2007 (United States)",121000.0,Peter Berg,Matthew Michael Carnahan,Jamie Foxx,United States,70000000.0,87019158.0,Universal Pictures,110.0
Good Luck Chuck,https://www.youtube.com/watch?v=Mfd-BbBsGM4,Mfd-BbBsGM4,"{'positive': 78, 'neutral': 72, 'negative': 40}",0.6610169491525424,R,Comedy,2007,"September 21, 2007 (United States)",87000.0,Mark Helfrich,Josh Stolberg,Dane Cook,United States,25000000.0,59768495.0,Lionsgate,96.0
Hostel: Part II,https://www.youtube.com/watch?v=7oG7ktw806Y,7oG7ktw806Y,"{'positive': 21, 'neutral': 30, 'negative': 20}",0.5121951219512195,R,Horror,2007,"June 8, 2007 (United States)",87000.0,Eli Roth,Eli Roth,Lauren German,United States,10200000.0,35728183.0,Lionsgate,94.0
The Golden Compass,https://www.youtube.com/watch?v=LHYoOGfBObU,LHYoOGfBObU,"{'positive': 114, 'neutral': 87, 'negative': 33}",0.7755102040816326,PG-13,Adventure,2007,"December 7, 2007 (United States)",182000.0,Chris Weitz,Chris Weitz,Nicole Kidman,United Kingdom,180000000.0,372234864.0,New Line Cinema,113.0
Rush Hour 3,https://www.youtube.com/watch?v=FRDRWXfQyJE,FRDRWXfQyJE,"{'positive': 59, 'neutral': 80, 'negative': 34}",0.6344086021505376,PG-13,Action,2007,"August 10, 2007 (United States)",157000.0,Brett Ratner,Jeff Nathanson,Jackie Chan,United States,140000000.0,258097122.0,New Line Cinema,91.0
The Babysitters,https://www.youtube.com/watch?v=h4YtGf1sMBs,h4YtGf1sMBs,"{'positive': 12, 'neutral': 8, 'negative': 5}",0.7058823529411765,R,Drama,2007,"May 13, 2011 (Poland)",11000.0,David Ross,David Ross,Lauren Birkell,United States,,44852.0,Forensic Films,88.0
Timecrimes,https://www.youtube.com/watch?v=3XuWoe9NSic,3XuWoe9NSic,"{'positive': 98, 'neutral': 89, 'negative': 57}",0.632258064516129,R,Horror,2007,"June 27, 2008 (Spain)",60000.0,Nacho Vigalondo,Nacho Vigalondo,Karra Elejalde,Spain,2600000.0,553198.0,Karbo Vantas Entertainment,92.0
Meet the Robinsons,https://www.youtube.com/watch?v=S396-fnLldk,S396-fnLldk,"{'positive': 100, 'neutral': 115, 'negative': 36}",0.7352941176470589,G,Animation,2007,"March 30, 2007 (United States)",91000.0,Stephen J. Anderson,Jon Bernstein,Daniel Hansen,United States,150000000.0,169333034.0,Walt Disney Animation Studios,95.0
Michael Clayton,https://www.youtube.com/watch?v=5kJRYBhG43Q,5kJRYBhG43Q,"{'positive': 77, 'neutral': 39, 'negative': 24}",0.7623762376237624,R,Crime,2007,"October 12, 2007 (United States)",159000.0,Tony Gilroy,Tony Gilroy,George Clooney,United States,25000000.0,92991835.0,Samuels Media,119.0
The Bucket List,https://www.youtube.com/watch?v=vc3mkG21ob4,vc3mkG21ob4,"{'positive': 137, 'neutral': 66, 'negative': 47}",0.7445652173913043,PG-13,Adventure,2007,"January 11, 2008 (United States)",235000.0,Rob Reiner,Justin Zackham,Jack Nicholson,United States,45000000.0,175372502.0,Warner Bros.,97.0
"Lust, Caution",https://www.youtube.com/watch?v=CizN-DvGhrc,CizN-DvGhrc,"{'positive': 129, 'neutral': 74, 'negative': 47}",0.7329545454545454,NC-17,Drama,2007,"October 26, 2007 (United States)",38000.0,Ang Lee,Eileen Chang,Tony Chiu-Wai Leung,Taiwan,15000000.0,67091915.0,Haishang Films,157.0
Charlie Wilson's War,https://www.youtube.com/watch?v=G1mnSjjeC2o,G1mnSjjeC2o,"{'positive': 66, 'neutral': 80, 'negative': 78}",0.4583333333333333,R,Biography,2007,"December 21, 2007 (United States)",113000.0,Mike Nichols,Aaron Sorkin,Tom Hanks,United States,75000000.0,119483446.0,Universal Pictures,102.0
Paranormal Activity,https://www.youtube.com/watch?v=F_UxLEqd074,F_UxLEqd074,"{'positive': 80, 'neutral': 86, 'negative': 84}",0.4878048780487805,R,Horror,2007,"October 16, 2009 (United States)",225000.0,Oren Peli,Oren Peli,Katie Featherston,United States,15000.0,193355800.0,Solana Films,86.0
Freedom Writers,https://www.youtube.com/watch?v=miz1V13QWsU,miz1V13QWsU,"{'positive': 110, 'neutral': 99, 'negative': 41}",0.7284768211920529,PG-13,Biography,2007,"January 5, 2007 (United States)",72000.0,Richard LaGravenese,Richard LaGravenese,Hilary Swank,Germany,21000000.0,43095175.0,Paramount Pictures,123.0
Before the Devil Knows You're Dead,https://www.youtube.com/watch?v=kiE8t8xbCog,kiE8t8xbCog,"{'positive': 8, 'neutral': 0, 'negative': 2}",0.8,R,Crime,2007,"October 26, 2007 (United States)",99000.0,Sidney Lumet,Kelly Masterson,Philip Seymour Hoffman,United States,18000000.0,25038466.0,Capitol Films,117.0
In the Valley of Elah,https://www.youtube.com/watch?v=OCBr3dk6kBc,OCBr3dk6kBc,"{'positive': 6, 'neutral': 6, 'negative': 6}",0.5,R,Crime,2007,"September 28, 2007 (United States)",70000.0,Paul Haggis,Paul Haggis,Tommy Lee Jones,United States,,29541790.0,Warner Independent Pictures (WIP),121.0
P.S. I Love You,https://www.youtube.com/watch?v=CZzW6_hR068,CZzW6_hR068,"{'positive': 106, 'neutral': 89, 'negative': 55}",0.6583850931677019,PG-13,Comedy,2007,"December 21, 2007 (United States)",203000.0,Richard LaGravenese,Richard LaGravenese,Hilary Swank,United States,30000000.0,156835339.0,Alcon Entertainment,126.0
National Treasure: Book of Secrets,https://www.youtube.com/watch?v=lq6MlrkFHG0,lq6MlrkFHG0,"{'positive': 17, 'neutral': 15, 'negative': 3}",0.85,PG,Action,2007,"December 21, 2007 (United States)",223000.0,Jon Turteltaub,Marianne Wibberley,Nicolas Cage,United States,130000000.0,459242249.0,Walt Disney Pictures,124.0
Lars and the Real Girl,https://www.youtube.com/watch?v=XNcs9DrKYRU,XNcs9DrKYRU,"{'positive': 108, 'neutral': 103, 'negative': 39}",0.7346938775510204,PG-13,Comedy,2007,"November 2, 2007 (United States)",141000.0,Craig Gillespie,Nancy Oliver,Ryan Gosling,United States,12000000.0,11293663.0,Metro-Goldwyn-Mayer (MGM),106.0
The Orphanage,https://www.youtube.com/watch?v=UkuKtS-N1rM,UkuKtS-N1rM,"{'positive': 105, 'neutral': 81, 'negative': 61}",0.6325301204819277,R,Drama,2007,"January 11, 2008 (United States)",150000.0,J.A. Bayona,Sergio G. Sánchez,Belén Rueda,Spain,,78638987.0,MEDIA Programme of the European Union,105.0
Hannibal Rising,https://www.youtube.com/watch?v=J7AVgWT_zy0,J7AVgWT_zy0,"{'positive': 124, 'neutral': 56, 'negative': 70}",0.6391752577319587,R,Action,2007,"February 9, 2007 (United States)",106000.0,Peter Webber,Thomas Harris,Gaspard Ulliel,Czech Republic,50000000.0,82169884.0,Young Hannibal Productions,121.0
Saw IV,https://www.youtube.com/watch?v=hQ7JF5JZkoo,hQ7JF5JZkoo,"{'positive': 11, 'neutral': 18, 'negative': 9}",0.55,R,Crime,2007,"October 26, 2007 (United States)",144000.0,Darren Lynn Bousman,Patrick Melton,Tobin Bell,Canada,10000000.0,139352633.0,Twisted Pictures,93.0
Premonition,https://www.youtube.com/watch?v=qwqCTjl6IJI,qwqCTjl6IJI,"{'positive': 80, 'neutral': 94, 'negative': 76}",0.5128205128205128,PG-13,Drama,2007,"March 16, 2007 (United States)",74000.0,Mennan Yapo,Bill Kelly,Sandra Bullock,United States,20000000.0,84297309.0,TriStar Pictures,96.0
The Simpsons Movie,https://www.youtube.com/watch?v=XPG0MqIcby8,XPG0MqIcby8,"{'positive': 88, 'neutral': 138, 'negative': 25}",0.7787610619469026,PG-13,Animation,2007,"July 27, 2007 (United States)",314000.0,David Silverman,James L. Brooks,Dan Castellaneta,United States,75000000.0,536414293.0,Twentieth Century Fox,87.0
Teeth,https://www.youtube.com/watch?v=yH8yuld4DUE,yH8yuld4DUE,"{'positive': 85, 'neutral': 98, 'negative': 67}",0.5592105263157895,R,Action,2007,"April 3, 2008 (Singapore)",42000.0,Mitchell Lichtenstein,Mitchell Lichtenstein,Jess Weixler,United States,,2340110.0,Pierpoline Films,94.0
Death at a Funeral,https://www.youtube.com/watch?v=LkbR3nQqcrk,LkbR3nQqcrk,"{'positive': 133, 'neutral': 73, 'negative': 44}",0.751412429378531,R,Comedy,2007,"September 7, 2007 (United States)",111000.0,Frank Oz,Dean Craig,Matthew Macfadyen,United States,9000000.0,46789413.0,Sidney Kimmel Entertainment,90.0
Death at a Funeral,https://www.youtube.com/watch?v=LkbR3nQqcrk,LkbR3nQqcrk,"{'positive': 133, 'neutral': 73, 'negative': 44}",0.751412429378531,R,Comedy,2010,"April 16, 2010 (United States)",48000.0,Neil LaBute,Dean Craig,Chris Rock,United States,21000000.0,49050886.0,Screen Gems,92.0
Wild Hogs,https://www.youtube.com/watch?v=zSvwmgWCJ2s,zSvwmgWCJ2s,"{'positive': 7, 'neutral': 4, 'negative': 0}",1.0,PG-13,Action,2007,"March 2, 2007 (United States)",115000.0,Walt Becker,Brad Copeland,Tim Allen,United States,,253625427.0,Touchstone Pictures,100.0
Mr. Brooks,https://www.youtube.com/watch?v=hXfbVIFc6t4,hXfbVIFc6t4,"{'positive': 126, 'neutral': 76, 'negative': 48}",0.7241379310344828,R,Crime,2007,"June 1, 2007 (United States)",146000.0,Bruce A. Evans,Bruce A. Evans,Kevin Costner,United States,20000000.0,48443734.0,Metro-Goldwyn-Mayer (MGM),120.0
Mr. Bean's Holiday,https://www.youtube.com/watch?v=LZfIzJ6XwPQ,LZfIzJ6XwPQ,"{'positive': 13, 'neutral': 38, 'negative': 5}",0.7222222222222222,G,Comedy,2007,"August 24, 2007 (United States)",119000.0,Steve Bendelack,Rowan Atkinson,Rowan Atkinson,United Kingdom,25000000.0,232225908.0,Universal Pictures,90.0
Burn After Reading,https://www.youtube.com/watch?v=SVCHSiRWjJM,SVCHSiRWjJM,"{'positive': 141, 'neutral': 79, 'negative': 31}",0.8197674418604651,R,Comedy,2008,"September 12, 2008 (United States)",317000.0,Ethan Coen,Joel Coen,Brad Pitt,United States,37000000.0,163728902.0,Focus Features,96.0
Forgetting Sarah Marshall,https://www.youtube.com/watch?v=K4xD8ZMdJms,K4xD8ZMdJms,"{'positive': 79, 'neutral': 84, 'negative': 33}",0.7053571428571429,R,Comedy,2008,"April 18, 2008 (United States)",271000.0,Nicholas Stoller,Jason Segel,Kristen Bell,United States,30000000.0,105833257.0,Universal Pictures,111.0
Seven Pounds,https://www.youtube.com/watch?v=zdMpeO5G4OQ,zdMpeO5G4OQ,"{'positive': 97, 'neutral': 78, 'negative': 33}",0.7461538461538462,PG-13,Drama,2008,"December 19, 2008 (United States)",291000.0,Gabriele Muccino,Grant Nieporte,Will Smith,United States,55000000.0,169748929.0,Columbia Pictures,123.0
In Bruges,https://www.youtube.com/watch?v=96harmMOyiY,96harmMOyiY,"{'positive': 23, 'neutral': 20, 'negative': 10}",0.696969696969697,R,Comedy,2008,"February 29, 2008 (United States)",398000.0,Martin McDonagh,Martin McDonagh,Colin Farrell,United Kingdom,15000000.0,34085749.0,Focus Features,107.0
Sex and the City,https://www.youtube.com/watch?v=g9Mx2OLnoGI,g9Mx2OLnoGI,"{'positive': 91, 'neutral': 120, 'negative': 34}",0.728,R,Comedy,2008,"May 30, 2008 (United States)",117000.0,Michael Patrick King,Michael Patrick King,Sarah Jessica Parker,United States,65000000.0,418765519.0,New Line Cinema,145.0
Slumdog Millionaire,https://www.youtube.com/watch?v=AIzbwV7on6Q,AIzbwV7on6Q,"{'positive': 121, 'neutral': 92, 'negative': 37}",0.7658227848101266,R,Drama,2008,"December 25, 2008 (United States)",812000.0,Danny Boyle,Simon Beaufoy,Dev Patel,United Kingdom,15000000.0,378410542.0,Celador Films,120.0
RocknRolla,https://www.youtube.com/watch?v=TdpR8VuvbCM,TdpR8VuvbCM,"{'positive': 85, 'neutral': 80, 'negative': 29}",0.7456140350877193,R,Action,2008,"October 31, 2008 (United States)",241000.0,Guy Ritchie,Guy Ritchie,Gerard Butler,United Kingdom,18000000.0,25740863.0,Warner Bros.,114.0
Gran Torino,https://www.youtube.com/watch?v=RMhbr2XQblk,RMhbr2XQblk,"{'positive': 112, 'neutral': 92, 'negative': 46}",0.7088607594936709,R,Drama,2008,"January 9, 2009 (United States)",734000.0,Clint Eastwood,Nick Schenk,Clint Eastwood,Germany,33000000.0,269958228.0,Matten Productions,116.0
The Duchess,https://www.youtube.com/watch?v=111EyWUrYZM,111EyWUrYZM,"{'positive': 71, 'neutral': 52, 'negative': 26}",0.7319587628865979,PG-13,Biography,2008,"October 10, 2008 (United States)",80000.0,Saul Dibb,Jeffrey Hatcher,Keira Knightley,United Kingdom,,43343384.0,Paramount Vantage,110.0
The Reader,https://www.youtube.com/watch?v=4_NSEZm8sIo,4_NSEZm8sIo,"{'positive': 17, 'neutral': 8, 'negative': 8}",0.68,R,Drama,2008,"January 30, 2009 (United States)",234000.0,Stephen Daldry,David Hare,Kate Winslet,Germany,32000000.0,108902486.0,The Weinstein Company,124.0
The Hurt Locker,https://www.youtube.com/watch?v=AIbFvqFYRT4,AIbFvqFYRT4,"{'positive': 111, 'neutral': 82, 'negative': 57}",0.6607142857142857,R,Drama,2008,"July 31, 2009 (United States)",430000.0,Kathryn Bigelow,Mark Boal,Jeremy Renner,United States,15000000.0,49259766.0,Voltage Pictures,131.0
Rambo,https://www.youtube.com/watch?v=2CRjdwRYQbU,2CRjdwRYQbU,"{'positive': 112, 'neutral': 97, 'negative': 41}",0.7320261437908496,R,Action,2008,"January 25, 2008 (United States)",222000.0,Sylvester Stallone,Art Monterastelli,Sylvester Stallone,Germany,50000000.0,113244290.0,Lionsgate,92.0
The Happening,https://www.youtube.com/watch?v=1I9ZQVK8gV8,1I9ZQVK8gV8,"{'positive': 90, 'neutral': 96, 'negative': 64}",0.5844155844155844,R,Drama,2008,"June 13, 2008 (United States)",199000.0,M. Night Shyamalan,M. Night Shyamalan,Mark Wahlberg,United States,48000000.0,163403799.0,Twentieth Century Fox,91.0
The Wrestler,https://www.youtube.com/watch?v=61-GFxjTyV0,61-GFxjTyV0,"{'positive': 132, 'neutral': 62, 'negative': 56}",0.7021276595744681,R,Drama,2008,"January 30, 2009 (United States)",294000.0,Darren Aronofsky,Robert Siegel,Mickey Rourke,United States,6000000.0,44734660.0,Wild Bunch,109.0
Cloverfield,https://www.youtube.com/watch?v=_afPFLvh2qg,_afPFLvh2qg,"{'positive': 107, 'neutral': 89, 'negative': 54}",0.6645962732919255,PG-13,Action,2008,"January 18, 2008 (United States)",379000.0,Matt Reeves,Drew Goddard,Mike Vogel,United States,25000000.0,172394180.0,Paramount Pictures,85.0
Changeling,https://www.youtube.com/watch?v=i3jjAm2dBeo,i3jjAm2dBeo,"{'positive': 10, 'neutral': 12, 'negative': 7}",0.5882352941176471,R,Biography,2008,"October 31, 2008 (United States)",244000.0,Clint Eastwood,J. Michael Straczynski,Angelina Jolie,United States,55000000.0,113398237.0,Imagine Entertainment,141.0
Eagle Eye,https://www.youtube.com/watch?v=_wkqo_Rd3_Q,_wkqo_Rd3_Q,"{'positive': 107, 'neutral': 86, 'negative': 57}",0.6524390243902439,PG-13,Action,2008,"September 26, 2008 (United States)",180000.0,D.J. Caruso,John Glenn,Shia LaBeouf,United States,80000000.0,178767383.0,Dreamworks Pictures,118.0
The Ruins,https://www.youtube.com/watch?v=x3JKmTK70Mc,x3JKmTK70Mc,"{'positive': 64, 'neutral': 85, 'negative': 56}",0.5333333333333333,R,Adventure,2008,"April 4, 2008 (United States)",72000.0,Carter Smith,Scott B. Smith,Shawn Ashmore,United States,8000000.0,22818256.0,Dreamworks Pictures,90.0
The Other Boleyn Girl,https://www.youtube.com/watch?v=NX0LoorqtRM,NX0LoorqtRM,"{'positive': 97, 'neutral': 99, 'negative': 54}",0.6423841059602649,PG-13,Biography,2008,"February 29, 2008 (United States)",107000.0,Justin Chadwick,Peter Morgan,Natalie Portman,United Kingdom,35000000.0,78201830.0,Columbia Pictures,115.0
21,https://www.youtube.com/watch?v=oqkdB7It5Go,oqkdB7It5Go,"{'positive': 29, 'neutral': 39, 'negative': 9}",0.7631578947368421,PG-13,Crime,2008,"March 28, 2008 (United States)",235000.0,Robert Luketic,Peter Steinfeld,Jim Sturgess,United States,35000000.0,159808370.0,Columbia Pictures,123.0
Never Back Down,https://www.youtube.com/watch?v=2tc-RPjZRm8,2tc-RPjZRm8,"{'positive': 115, 'neutral': 92, 'negative': 43}",0.7278481012658228,PG-13,Action,2008,"March 14, 2008 (United States)",98000.0,Jeff Wadlow,Chris Hauty,Sean Faris,United States,20000000.0,41627431.0,Summit Entertainment,113.0
The Mummy: Tomb of the Dragon Emperor,https://www.youtube.com/watch?v=ol-U0ibnVD4,ol-U0ibnVD4,"{'positive': 97, 'neutral': 72, 'negative': 81}",0.5449438202247191,PG-13,Action,2008,"August 1, 2008 (United States)",154000.0,Rob Cohen,Alfred Gough,Brendan Fraser,United States,145000000.0,403449830.0,Universal Pictures,112.0
Hancock,https://www.youtube.com/watch?v=6iFcGNOWnA8,6iFcGNOWnA8,"{'positive': 30, 'neutral': 33, 'negative': 9}",0.7692307692307693,PG-13,Action,2008,"July 2, 2008 (United States)",454000.0,Peter Berg,Vy Vincent Ngo,Will Smith,United States,150000000.0,629443428.0,Columbia Pictures,92.0
Journey to the Center of the Earth,https://www.youtube.com/watch?v=iJkspWwwZLM,iJkspWwwZLM,"{'positive': 107, 'neutral': 122, 'negative': 21}",0.8359375,PG,Action,2008,"July 11, 2008 (United States)",116000.0,Eric Brevig,Michael D. Weiss,Brendan Fraser,United States,60000000.0,244232688.0,New Line Cinema,93.0
Bolt,https://www.youtube.com/watch?v=Pj0a7GkMH3w,Pj0a7GkMH3w,"{'positive': 53, 'neutral': 68, 'negative': 14}",0.7910447761194029,PG,Animation,2008,"November 21, 2008 (United States)",196000.0,Byron Howard,Dan Fogelman,John Travolta,United States,150000000.0,309979994.0,Walt Disney Animation Studios,96.0
Sex Drive,https://www.youtube.com/watch?v=2xOUCZH14Is,2xOUCZH14Is,"{'positive': 128, 'neutral': 90, 'negative': 32}",0.8,R,Comedy,2008,"October 17, 2008 (United States)",85000.0,Sean Anders,Sean Anders,Josh Zuckerman,United States,19000000.0,18755936.0,Summit Entertainment,109.0
Death Race,https://www.youtube.com/watch?v=C8bxcJZrus0,C8bxcJZrus0,"{'positive': 105, 'neutral': 94, 'negative': 52}",0.6687898089171974,R,Action,2008,"August 22, 2008 (United States)",201000.0,Paul W.S. Anderson,Paul W.S. Anderson,Jason Statham,United States,45000000.0,76014335.0,Universal Pictures,105.0
Pineapple Express,https://www.youtube.com/watch?v=BWZt4v6b1hI,BWZt4v6b1hI,"{'positive': 102, 'neutral': 114, 'negative': 34}",0.75,R,Action,2008,"August 6, 2008 (United States)",322000.0,David Gordon Green,Seth Rogen,Seth Rogen,United States,27000000.0,101624843.0,Columbia Pictures,111.0
Valkyrie,https://www.youtube.com/watch?v=-YppIQUiE9Y,-YppIQUiE9Y,"{'positive': 92, 'neutral': 129, 'negative': 29}",0.7603305785123967,PG-13,Drama,2008,"December 25, 2008 (United States)",233000.0,Bryan Singer,Christopher McQuarrie,Tom Cruise,United States,75000000.0,201545517.0,Metro-Goldwyn-Mayer (MGM),121.0
27 Dresses,https://www.youtube.com/watch?v=J9DzAjOe7sY,J9DzAjOe7sY,"{'positive': 51, 'neutral': 63, 'negative': 24}",0.68,PG-13,Comedy,2008,"January 18, 2008 (United States)",157000.0,Anne Fletcher,Aline Brosh McKenna,Katherine Heigl,United States,30000000.0,162655351.0,Fox 2000 Pictures,111.0
Let the Right One In,https://www.youtube.com/watch?v=ICp4g9p_rgo,ICp4g9p_rgo,"{'positive': 121, 'neutral': 79, 'negative': 50}",0.7076023391812866,R,Crime,2008,"December 12, 2008 (United States)",208000.0,Tomas Alfredson,John Ajvide Lindqvist,Kåre Hedebrant,Sweden,4000000.0,11227336.0,EFTI,114.0
Role Models,https://www.youtube.com/watch?v=7RChtV9AH4M,7RChtV9AH4M,"{'positive': 34, 'neutral': 47, 'negative': 11}",0.7555555555555555,R,Comedy,2008,"November 7, 2008 (United States)",223000.0,David Wain,Timothy Dowling,Paul Rudd,Germany,28000000.0,92649419.0,Universal Pictures,99.0
Defiance,https://www.youtube.com/watch?v=yw6Rwum7zcU,yw6Rwum7zcU,"{'positive': 104, 'neutral': 81, 'negative': 65}",0.6153846153846154,R,Action,2008,"January 16, 2009 (United States)",141000.0,Edward Zwick,Clayton Frohman,Daniel Craig,United States,32000000.0,51262751.0,Paramount Vantage,137.0
"Definitely, Maybe",https://www.youtube.com/watch?v=0oK4VOUmOkc,0oK4VOUmOkc,"{'positive': 125, 'neutral': 107, 'negative': 18}",0.8741258741258742,PG-13,Comedy,2008,"February 14, 2008 (United States)",159000.0,Adam Brooks,Adam Brooks,Ryan Reynolds,United Kingdom,,55990299.0,Universal Pictures,112.0
The Forbidden Kingdom,https://www.youtube.com/watch?v=2o9rv1SN1HY,2o9rv1SN1HY,"{'positive': 60, 'neutral': 43, 'negative': 35}",0.631578947368421,PG-13,Action,2008,"April 18, 2008 (United States)",103000.0,Rob Minkoff,John Fusco,Jackie Chan,United States,55000000.0,128792411.0,Casey Silver Productions,104.0
Bronson,https://www.youtube.com/watch?v=paa9knyJKrs,paa9knyJKrs,"{'positive': 93, 'neutral': 103, 'negative': 54}",0.6326530612244898,R,Action,2008,"March 13, 2009 (United Kingdom)",123000.0,Nicolas Winding Refn,Brock Norman Brock,Tom Hardy,United Kingdom,230000.0,2260712.0,Vertigo Films,92.0
Australia,https://www.youtube.com/watch?v=mfI4hK9I2k0,mfI4hK9I2k0,"{'positive': 94, 'neutral': 75, 'negative': 36}",0.7230769230769231,PG-13,Adventure,2008,"November 26, 2008 (United States)",121000.0,Baz Luhrmann,Stuart Beattie,Nicole Kidman,United Kingdom,130000000.0,211787511.0,Twentieth Century Fox,165.0
Yes Man,https://www.youtube.com/watch?v=dDh1l3qVNoY,dDh1l3qVNoY,"{'positive': 84, 'neutral': 39, 'negative': 28}",0.75,PG-13,Comedy,2008,"December 19, 2008 (United States)",343000.0,Peyton Reed,Nicholas Stoller,Jim Carrey,United States,70000000.0,223241637.0,Warner Bros.,104.0
Body of Lies,https://www.youtube.com/watch?v=bxQW8NGNb60,bxQW8NGNb60,"{'positive': 63, 'neutral': 39, 'negative': 18}",0.7777777777777778,R,Action,2008,"October 10, 2008 (United States)",218000.0,Ridley Scott,William Monahan,Leonardo DiCaprio,United States,70000000.0,115900897.0,Warner Bros.,128.0
Disaster Movie,https://www.youtube.com/watch?v=tihG_2BSUqg,tihG_2BSUqg,"{'positive': 71, 'neutral': 74, 'negative': 105}",0.4034090909090909,PG-13,Comedy,2008,"August 29, 2008 (United States)",88000.0,Jason Friedberg,Jason Friedberg,Carmen Electra,United States,20000000.0,34816824.0,Lionsgate,87.0
